Frame,X,Y,Radius
13-41-38_17_0051,1257,127,34
13-41-38_17_0052,1250,139,34
13-41-38_17_0053,1245,146,35
13-41-38_17_0054,1247,140,34
13-41-38_17_0055,1241,152,37
13-41-38_17_0056,1232,155,43
13-41-38_17_0057,1243,158,30
13-41-38_17_0058,1238,155,32
13-41-38_17_0059,1229,163,27
13-41-38_17_0060,1217,172,24
13-41-38_17_0061,1219,164,38
13-41-38_17_0062,1211,218,24
13-41-38_17_0063,1207,217,21
13-41-38_17_0064,1197,231,27
13-41-38_17_0065,1186,229,25
13-41-38_17_0066,1174,233,24
13-41-38_17_0067,1173,269,19
13-41-38_17_0068,1167,263,28
13-41-38_17_0069,1166,265,22
13-41-38_17_0070,1162,271,21
13-41-38_17_0071,1151,271,18
13-41-38_17_0072,1141,280,20
13-41-38_17_0073,1127,289,21
13-41-38_17_0074,1115,293,19
13-41-38_17_0075,1109,290,21
13-41-38_17_0076,1107,299,25
13-41-38_17_0077,1089,291,21
13-41-38_17_0078,1097,305,16
13-41-38_17_0079,1079,333,26
13-41-38_17_0080,1075,343,24
13-41-38_17_0081,1072,347,19
13-41-38_17_0082,1047,350,32
13-41-38_17_0083,1043,356,28
13-41-38_17_0084,1034,368,20
13-41-38_17_0085,1006,379,19
13-41-38_17_0086,1025,358,26
13-41-38_17_0087,998,376,27
13-41-38_17_0088,992,380,35
13-41-38_17_0089,977,379,26
13-41-38_17_0090,973,364,41
13-41-38_17_0091,946,353,51
13-41-38_17_0092,952,362,36
13-41-38_17_0093,929,375,32
13-41-38_17_0094,923,367,37
13-41-38_17_0095,921,376,25
13-41-38_17_0096,903,373,33
13-41-38_17_0097,886,359,44
13-41-38_17_0098,880,349,40
13-41-38_17_0099,868,345,40
13-41-38_17_0100,839,335,57
13-41-38_17_0101,838,337,49
13-41-38_17_0102,818,337,47
13-41-38_17_0103,821,322,35
13-41-38_17_0104,789,322,49
13-41-38_17_0105,771,302,61
13-41-38_17_0106,757,291,64
13-41-38_17_0107,727,281,51
13-41-38_17_0108,721,286,48
13-41-38_17_0109,705,273,51
13-41-38_17_0110,682,249,55
13-41-38_17_0111,673,236,62
13-41-38_17_0112,656,235,53
13-41-38_17_0113,643,227,48
13-41-38_17_0114,617,197,57
13-41-38_17_0115,598,183,56
13-41-38_17_0116,583,171,52
13-41-38_17_0117,566,155,44
13-41-38_17_0118,537,127,53
13-41-38_17_0119,524,113,39
13-41-38_17_0120,493,104,70
13-41-38_17_0121,481,87,36
13-41-38_17_0122,454,55,42
13-41-38_17_0123,424,59,13
13-41-38_17_0124,445,28,24
