Frame,X,Y,Radius
13-41-38_1_0000,1016,242,48
13-41-38_1_0001,1027,238,54
13-41-38_1_0002,1007,256,50
13-41-38_1_0003,1018,232,24
13-41-38_1_0004,1035,251,57
13-41-38_1_0005,991,290,19
13-41-38_1_0006,964,293,38
13-41-38_1_0007,951,278,34
13-41-38_1_0008,919,291,39
13-41-38_1_0009,920,314,32
13-41-38_1_0010,889,320,34
13-41-38_1_0011,886,344,42
13-41-38_1_0012,838,367,19
13-41-38_1_0013,839,379,27
13-41-38_1_0014,815,391,22
13-41-38_1_0015,809,401,23
13-41-38_1_0016,772,412,18
13-41-38_1_0017,757,419,15
13-41-38_1_0018,736,433,16
13-41-38_1_0019,740,465,46
13-41-38_1_0020,727,473,46
13-41-38_1_0021,716,477,49
13-41-38_1_0022,701,485,47
13-41-38_1_0023,688,491,47
13-41-38_1_0024,659,496,32
13-41-38_1_0025,661,505,45
13-41-38_1_0026,634,511,33
13-41-38_1_0027,635,513,46
13-41-38_1_0028,622,518,45
13-41-38_1_0029,610,520,46
13-41-38_1_0030,598,526,44
13-41-38_1_0031,573,523,34
13-41-38_1_0032,577,529,40
13-41-38_1_0033,567,526,41
13-41-38_1_0034,541,531,40
13-41-38_1_0035,541,529,40
13-41-38_1_0036,529,533,41
13-41-38_1_0037,518,533,43
13-41-38_1_0038,505,532,42
13-41-38_1_0039,494,532,44
13-41-38_1_0040,481,531,43
13-41-38_1_0041,465,537,38
13-41-38_1_0042,452,532,44
13-41-38_1_0043,440,527,43
13-41-38_1_0044,440,531,41
13-41-38_1_0045,416,524,41
13-41-38_1_0046,410,526,47
13-41-38_1_0047,397,520,46
13-41-38_1_0048,383,517,44
13-41-38_1_0049,381,503,54
13-41-38_1_0050,361,511,46
13-41-38_1_0051,349,505,46
13-41-38_1_0052,325,496,46
13-41-38_1_0053,325,497,47
13-41-38_1_0054,302,482,47
13-41-38_1_0055,296,473,54
13-41-38_1_0056,278,470,46
13-41-38_1_0057,278,470,45
13-41-38_1_0058,253,455,46
13-41-38_1_0059,241,447,46
13-41-38_1_0060,241,449,44
13-41-38_1_0061,212,431,42
13-41-38_1_0062,202,423,44
13-41-38_1_0063,203,422,46
13-41-38_1_0064,182,398,41
13-41-38_1_0065,170,392,46
13-41-38_1_0066,158,377,43
13-41-38_1_0067,151,353,30
13-41-38_1_0068,141,361,45
13-41-38_1_0069,123,345,46
13-41-38_1_0070,109,326,42
13-41-38_1_0071,98,320,47
13-41-38_1_0072,87,307,48
13-41-38_1_0073,74,292,47
13-41-38_1_0074,61,274,43
13-41-38_1_0075,49,253,37
13-41-38_1_0076,37,247,46
13-41-38_1_0077,25,232,47
13-41-38_1_0078,14,212,44
13-41-38_1_0079,4,197,43
13-41-38_1_0080,2,199,25
13-41-38_1_0081,22,185,22
