Frame,X,Y,Radius
13-41-38_8_0052,1279,333,33
13-41-38_8_0053,1263,357,54
13-41-38_8_0054,1279,341,28
13-41-38_8_0055,1253,346,40
13-41-38_8_0056,1246,362,43
13-41-38_8_0057,1243,375,32
13-41-38_8_0058,1228,387,43
13-41-38_8_0059,1233,388,24
13-41-38_8_0060,1198,401,34
13-41-38_8_0061,1211,413,24
13-41-38_8_0062,1199,431,29
13-41-38_8_0063,1185,446,17
13-41-38_8_0064,1143,459,37
13-41-38_8_0065,1163,467,41
13-41-38_8_0066,1121,484,29
13-41-38_8_0067,1099,502,41
13-41-38_8_0068,1073,512,40
13-41-38_8_0069,1063,523,42
13-41-38_8_0070,1039,526,42
13-41-38_8_0071,1029,542,38
13-41-38_8_0072,1012,547,34
13-41-38_8_0073,986,567,45
13-41-38_8_0074,970,571,54
13-41-38_8_0075,957,587,76
13-41-38_8_0076,950,593,21
13-41-38_8_0077,933,583,62
13-41-38_8_0078,902,601,51
13-41-38_8_0079,889,602,54
13-41-38_8_0080,856,597,40
13-41-38_8_0081,832,598,44
13-41-38_8_0082,814,620,24
13-41-38_8_0083,807,625,11
13-41-38_8_0084,765,628,18
13-41-38_8_0085,731,652,27
13-41-38_8_0086,746,646,30
13-41-38_8_0087,715,615,33
13-41-38_8_0088,699,633,16
13-41-38_8_0089,683,620,24
13-41-38_8_0090,661,623,22
13-41-38_8_0091,656,616,17
13-41-38_8_0092,599,601,40
13-41-38_8_0093,589,589,33
13-41-38_8_0094,557,587,45
13-41-38_8_0095,547,572,33
13-41-38_8_0096,508,589,29
13-41-38_8_0097,481,579,32
13-41-38_8_0098,453,581,23
13-41-38_8_0099,419,577,18
13-41-38_8_0100,416,563,32
13-41-38_8_0101,370,561,37
13-41-38_8_0102,361,535,39
13-41-38_8_0103,335,532,48
13-41-38_8_0104,309,520,29
13-41-38_8_0105,275,497,89
13-41-38_8_0106,245,487,82
13-41-38_8_0107,221,466,35
13-41-38_8_0108,188,459,54
13-41-38_8_0109,170,451,97
13-41-38_8_0110,147,411,68
13-41-38_8_0111,133,394,72
13-41-38_8_0112,123,386,66
13-41-38_8_0113,85,362,25
13-41-38_8_0114,76,353,65
13-41-38_8_0115,44,325,37
13-41-38_8_0116,35,287,25
