Frame,X,Y,Radius
13-41-38_24_0048,280,693,26
13-41-38_24_0049,261,701,17
13-41-38_24_0050,261,683,25
13-41-38_24_0051,277,683,18
13-41-38_24_0052,265,676,48
13-41-38_24_0053,289,670,25
13-41-38_24_0054,293,650,45
13-41-38_24_0055,319,652,21
13-41-38_24_0056,326,657,37
13-41-38_24_0057,337,611,33
13-41-38_24_0058,381,633,21
13-41-38_24_0059,399,625,28
13-41-38_24_0060,398,598,22
13-41-38_24_0061,418,593,19
13-41-38_24_0062,443,557,37
13-41-38_24_0063,455,549,31
13-41-38_24_0064,463,535,34
13-41-38_24_0065,478,515,32
13-41-38_24_0066,478,508,29
13-41-38_24_0067,491,491,33
13-41-38_24_0068,500,477,33
13-41-38_24_0069,497,461,30
13-41-38_24_0070,512,448,33
13-41-38_24_0071,521,434,33
13-41-38_24_0072,518,423,33
13-41-38_24_0073,533,412,32
13-41-38_24_0074,530,389,27
13-41-38_24_0075,533,376,31
13-41-38_24_0076,551,368,33
13-41-38_24_0077,551,351,32
13-41-38_24_0078,566,337,32
13-41-38_24_0079,572,323,36
13-41-38_24_0080,577,317,24
13-41-38_24_0081,586,290,36
13-41-38_24_0082,599,290,23
13-41-38_24_0083,602,267,30
13-41-38_24_0084,604,249,37
13-41-38_24_0085,620,237,27
13-41-38_24_0086,615,213,25
13-41-38_24_0087,637,196,23
13-41-38_24_0088,632,193,31
13-41-38_24_0089,634,165,28
13-41-38_24_0090,644,151,25
13-41-38_24_0091,641,129,22
13-41-38_24_0092,661,134,26
13-41-38_24_0093,655,104,27
13-41-38_24_0094,645,91,13
13-41-38_24_0095,665,95,21
13-41-38_24_0096,659,70,19
13-41-38_24_0097,686,62,25
13-41-38_24_0098,683,34,25
13-41-38_24_0099,691,23,21
13-41-38_24_0100,691,17,17
