Frame,X,Y,Radius
13-41-38_11_0051,31,647,29
13-41-38_11_0052,49,653,28
13-41-38_11_0053,45,638,37
13-41-38_11_0054,39,647,31
13-41-38_11_0055,43,644,44
13-41-38_11_0056,53,657,41
13-41-38_11_0057,37,633,30
13-41-38_11_0058,73,610,74
13-41-38_11_0059,85,575,60
13-41-38_11_0060,124,572,94
13-41-38_11_0061,158,545,72
13-41-38_11_0062,223,539,77
13-41-38_11_0063,255,511,76
13-41-38_11_0064,291,490,91
13-41-38_11_0065,327,467,89
13-41-38_11_0066,350,458,86
13-41-38_11_0067,399,437,75
13-41-38_11_0068,433,406,95
13-41-38_11_0069,488,389,72
13-41-38_11_0070,518,361,99
13-41-38_11_0071,569,338,72
13-41-38_11_0072,605,353,45
13-41-38_11_0073,625,333,65
13-41-38_11_0074,659,301,99
13-41-38_11_0075,699,314,27
13-41-38_11_0076,739,277,99
13-41-38_11_0077,771,265,94
13-41-38_11_0078,829,248,94
13-41-38_11_0079,854,217,99
13-41-38_11_0080,907,229,37
13-41-38_11_0081,913,243,25
13-41-38_11_0082,949,237,32
13-41-38_11_0083,995,227,72
13-41-38_11_0084,1025,243,53
13-41-38_11_0085,1058,244,87
13-41-38_11_0086,1054,254,89
13-41-38_11_0087,1100,242,98
13-41-38_11_0088,1108,235,89
13-41-38_11_0089,1118,200,83
13-41-38_11_0090,1127,196,81
13-41-38_11_0091,1132,171,79
13-41-38_11_0092,1157,147,62
13-41-38_11_0093,1148,135,68
13-41-38_11_0094,1167,133,95
13-41-38_11_0095,1181,103,68
13-41-38_11_0096,1183,69,38
13-41-38_11_0097,1191,25,36
