Frame,X,Y,Radius
23,205,315,58
24,212,317,50
48,155,317,36
49,133,351,24
50,146,341,25
51,105,355,41
52,116,375,53
53,123,406,39
54,125,433,29
55,135,433,37
56,145,463,10
57,129,445,32
58,152,440,37
59,178,463,10
60,191,463,11
61,217,460,16
62,223,452,20
63,259,463,19
64,287,465,33
65,286,455,22
66,297,477,30
67,335,445,32
68,350,446,30
69,357,451,26
70,385,441,35
71,415,451,51
72,412,443,33
73,430,443,34
74,445,449,34
75,447,459,25
76,461,460,28
77,467,470,19
78,459,449,20
79,483,447,26
80,476,457,21
81,495,460,16
82,526,451,14
83,509,458,21
84,519,451,26
85,520,457,22
86,533,442,31
87,557,457,20
88,565,424,53
89,554,436,41
90,565,435,43
91,573,437,47
92,577,421,57
93,593,419,58
94,599,418,59
95,593,409,50
96,602,391,38
97,616,405,53
98,615,391,36
99,622,401,41
100,632,367,28
101,634,356,34
102,638,397,18
103,645,380,29
104,646,389,24
105,651,398,30
106,674,397,46
107,685,385,49
108,677,391,42
109,677,427,34
110,676,406,9
111,688,440,33
112,703,421,17
113,698,446,22
114,673,430,47
