Frame,X,Y,Radius
13-38-07_12_0000,1005,471,31
13-38-07_12_0001,1001,469,34
13-38-07_12_0002,995,469,34
13-38-07_12_0003,983,464,36
13-38-07_12_0004,979,465,36
13-38-07_12_0005,976,465,33
13-38-07_12_0006,964,465,34
13-38-07_12_0007,963,463,32
13-38-07_12_0008,953,459,37
13-38-07_12_0009,946,461,35
13-38-07_12_0010,944,460,32
13-38-07_12_0011,933,458,35
13-38-07_12_0012,925,459,34
13-38-07_12_0013,926,455,35
13-38-07_12_0014,911,457,34
13-38-07_12_0015,913,454,35
13-38-07_12_0016,911,453,39
13-38-07_12_0017,893,453,36
13-38-07_12_0018,893,451,36
13-38-07_12_0019,879,451,35
13-38-07_12_0020,880,448,36
13-38-07_12_0021,873,446,38
13-38-07_12_0022,863,446,33
13-38-07_12_0023,851,445,38
13-38-07_12_0024,851,443,37
13-38-07_12_0025,837,446,37
13-38-07_12_0026,830,442,37
13-38-07_12_0027,831,440,37
13-38-07_12_0028,817,437,40
13-38-07_12_0029,815,436,38
13-38-07_12_0030,808,437,38
13-38-07_12_0031,795,434,41
13-38-07_12_0032,784,434,38
13-38-07_12_0033,775,434,37
13-38-07_12_0034,767,430,40
13-38-07_12_0035,764,433,39
13-38-07_12_0036,759,430,37
13-38-07_12_0037,752,428,39
13-38-07_12_0038,737,425,41
13-38-07_12_0039,727,423,40
13-38-07_12_0040,725,423,41
13-38-07_12_0041,719,421,41
13-38-07_12_0042,713,417,42
13-38-07_12_0043,693,418,40
13-38-07_12_0044,694,412,41
13-38-07_12_0045,680,415,44
13-38-07_12_0046,671,413,44
13-38-07_12_0047,662,412,44
13-38-07_12_0048,649,412,40
13-38-07_12_0049,641,407,44
13-38-07_12_0050,632,409,43
13-38-07_12_0051,622,409,41
13-38-07_12_0052,622,404,45
13-38-07_12_0053,603,403,44
13-38-07_12_0054,596,400,46
13-38-07_12_0055,593,403,43
13-38-07_12_0056,584,403,41
13-38-07_12_0057,566,397,46
13-38-07_12_0058,556,394,47
13-38-07_12_0059,554,398,42
13-38-07_12_0060,545,394,44
13-38-07_12_0061,527,389,49
13-38-07_12_0062,523,392,43
13-38-07_12_0063,503,386,47
13-38-07_12_0064,505,382,50
13-38-07_12_0065,493,385,46
13-38-07_12_0066,475,381,51
13-38-07_12_0067,459,379,48
13-38-07_12_0068,449,379,48
13-38-07_12_0069,439,376,48
13-38-07_12_0070,425,376,47
13-38-07_12_0071,424,371,49
13-38-07_12_0072,413,374,44
13-38-07_12_0073,401,374,46
13-38-07_12_0074,391,363,53
13-38-07_12_0075,380,370,46
13-38-07_12_0076,357,361,53
13-38-07_12_0077,347,364,52
13-38-07_12_0078,343,361,49
13-38-07_12_0079,333,359,49
13-38-07_12_0080,316,356,47
13-38-07_12_0081,295,353,52
13-38-07_12_0082,280,352,51
13-38-07_12_0083,280,353,49
13-38-07_12_0084,254,346,52
13-38-07_12_0085,255,349,49
13-38-07_12_0086,235,338,60
13-38-07_12_0087,214,340,53
13-38-07_12_0088,201,335,55
13-38-07_12_0089,188,334,55
13-38-07_12_0090,182,333,49
13-38-07_12_0091,157,329,54
13-38-07_12_0092,141,327,55
13-38-07_12_0093,137,326,50
13-38-07_12_0094,130,329,52
13-38-07_12_0095,113,325,54
13-38-07_12_0096,101,321,55
13-38-07_12_0097,87,309,63
13-38-07_12_0098,70,309,61
13-38-07_12_0099,55,311,58
13-38-07_12_0100,28,302,58
13-38-07_12_0101,34,297,50
13-38-07_12_0102,7,307,57
13-38-07_12_0103,5,291,42
13-38-07_12_0104,29,268,24
13-38-07_12_0105,37,251,19
13-38-07_12_0106,13,255,13
13-38-07_12_0107,37,257,15
13-38-07_12_0108,31,257,13
