Frame,X,Y,Radius
13-38-07_6_0000,513,679,31
13-38-07_6_0001,500,681,19
13-38-07_6_0002,499,697,21
13-38-07_6_0003,513,682,34
13-38-07_6_0004,537,664,50
13-38-07_6_0005,545,677,40
13-38-07_6_0006,545,677,40
13-38-07_6_0007,569,677,17
13-38-07_6_0008,541,682,38
13-38-07_6_0009,544,686,41
13-38-07_6_0010,538,675,42
13-38-07_6_0011,553,682,28
13-38-07_6_0012,539,667,40
13-38-07_6_0013,529,663,32
13-38-07_6_0014,527,657,33
13-38-07_6_0015,541,659,40
13-38-07_6_0017,524,638,41
13-38-07_6_0018,537,670,45
13-38-07_6_0019,557,693,28
