Frame,X,Y,Radius
2,369,292,21
5,362,290,14
9,371,296,20
10,373,299,22
11,373,307,19
12,374,303,24
13,376,304,22
14,370,303,18
16,373,299,16
17,381,307,24
18,379,307,23
19,380,309,24
20,385,309,22
21,383,313,25
22,381,310,17
23,387,311,26
24,386,316,26
25,387,311,23
26,388,315,26
27,388,314,24
28,392,319,28
29,393,322,27
30,399,316,22
31,395,326,27
32,395,326,28
33,399,327,28
34,400,328,28
35,400,329,28
36,401,331,28
37,401,332,30
38,406,333,30
39,405,334,29
40,407,339,30
41,407,340,31
42,410,339,31
43,410,343,33
44,412,343,31
45,416,347,32
46,413,347,31
47,419,351,32
48,423,345,27
49,422,355,34
50,422,356,36
51,424,357,32
52,427,359,36
53,425,361,34
54,428,365,36
55,431,367,38
56,433,365,35
57,435,371,36
58,439,375,39
59,435,374,36
60,441,380,38
61,442,380,40
62,446,383,42
63,449,383,39
64,452,388,41
65,454,393,41
66,452,391,39
67,458,397,44
68,458,397,42
69,465,404,44
70,467,405,44
71,466,403,42
72,470,409,44
73,476,418,47
74,472,416,43
75,478,421,47
76,484,424,46
77,485,425,49
78,488,428,49
79,491,433,50
80,503,434,43
81,505,431,38
82,507,431,34
83,508,443,41
84,509,455,54
85,513,460,55
86,518,464,55
87,521,470,56
88,527,471,55
89,535,485,54
90,536,484,49
91,541,491,59
92,541,489,53
