Frame,X,Y,Radius
1,125,458,15
2,113,463,14
3,127,445,14
4,140,448,21
5,143,441,20
6,134,446,20
7,147,431,14
8,142,421,43
9,143,421,45
10,190,441,16
11,189,441,15
12,207,435,17
13,227,423,13
14,262,423,19
15,253,423,14
16,278,416,15
17,307,422,22
18,333,425,22
19,333,413,17
20,370,417,22
21,391,412,16
22,388,409,20
23,415,431,17
24,436,424,17
25,435,430,18
26,459,433,18
27,461,428,16
28,477,431,21
29,495,433,17
30,513,446,31
31,517,430,17
32,551,430,47
33,527,439,12
34,542,442,12
35,531,446,32
36,563,435,10
37,544,415,40
38,548,410,46
39,572,410,46
40,581,407,46
41,575,407,43
42,587,406,45
43,611,403,45
44,620,399,45
45,629,399,45
46,628,399,45
47,634,397,42
48,646,397,43
49,669,395,45
50,665,395,45
51,675,397,46
52,682,389,42
53,691,389,42
54,712,388,43
55,718,387,41
56,721,389,46
57,724,383,40
58,731,386,37
