Frame,X,Y,Radius
13-38-07_15_0049,16,191,13
13-38-07_15_0050,21,169,21
13-38-07_15_0051,31,171,29
13-38-07_15_0052,38,176,35
13-38-07_15_0053,32,159,28
13-38-07_15_0054,46,173,45
13-38-07_15_0055,34,158,32
13-38-07_15_0056,29,146,83
13-38-07_15_0057,50,152,72
13-38-07_15_0058,35,152,97
13-38-07_15_0059,34,136,93
13-38-07_15_0060,44,159,76
13-38-07_15_0061,73,164,91
13-38-07_15_0062,97,143,90
13-38-07_15_0063,103,125,74
13-38-07_15_0064,133,146,65
13-38-07_15_0065,121,133,91
13-38-07_15_0066,165,107,43
13-38-07_15_0067,163,107,47
13-38-07_15_0068,232,117,35
13-38-07_15_0069,230,100,44
13-38-07_15_0070,245,124,21
13-38-07_15_0071,277,131,28
13-38-07_15_0072,280,139,21
13-38-07_15_0073,302,129,40
13-38-07_15_0074,333,166,47
13-38-07_15_0075,337,160,25
13-38-07_15_0076,371,163,17
13-38-07_15_0077,406,169,28
13-38-07_15_0078,433,193,36
13-38-07_15_0079,441,195,36
13-38-07_15_0080,460,194,35
13-38-07_15_0081,499,205,32
13-38-07_15_0082,514,223,53
13-38-07_15_0083,531,209,33
13-38-07_15_0084,562,225,39
13-38-07_15_0085,601,226,58
13-38-07_15_0086,615,251,53
13-38-07_15_0087,641,266,40
13-38-07_15_0088,674,256,29
13-38-07_15_0089,682,281,28
13-38-07_15_0090,715,305,24
13-38-07_15_0091,725,328,20
13-38-07_15_0092,733,329,23
13-38-07_15_0093,773,351,52
13-38-07_15_0094,769,356,44
13-38-07_15_0095,770,362,54
13-38-07_15_0096,803,373,64
13-38-07_15_0097,795,383,45
13-38-07_15_0098,814,382,70
13-38-07_15_0099,821,391,86
13-38-07_15_0100,824,392,64
13-38-07_15_0101,835,393,61
13-38-07_15_0102,847,401,81
13-38-07_15_0103,854,400,79
13-38-07_15_0104,867,406,74
13-38-07_15_0105,862,404,58
13-38-07_15_0106,883,406,49
13-38-07_15_0107,914,395,54
13-38-07_15_0108,922,401,58
13-38-07_15_0109,919,404,62
13-38-07_15_0110,947,398,41
13-38-07_15_0111,940,395,42
13-38-07_15_0112,952,380,17
13-38-07_15_0113,961,380,20
13-38-07_15_0114,958,383,29
13-38-07_15_0115,967,365,37
13-38-07_15_0116,983,367,38
13-38-07_15_0117,988,352,54
13-38-07_15_0118,999,352,55
13-38-07_15_0119,995,337,51
13-38-07_15_0120,1005,339,52
13-38-07_15_0121,997,327,41
13-38-07_15_0122,1006,314,32
13-38-07_15_0123,995,301,22
13-38-07_15_0124,991,284,22
13-38-07_15_0125,1027,277,30
13-38-07_15_0126,1052,284,28
13-38-07_15_0127,1060,286,28
13-38-07_15_0128,1043,292,30
13-38-07_15_0129,1064,314,15
13-38-07_15_0130,1072,295,28
13-38-07_15_0131,1063,308,11
13-38-07_15_0132,1085,327,25
13-38-07_15_0133,1087,317,16
13-38-07_15_0134,1097,326,17
13-38-07_15_0135,1076,329,38
13-38-07_15_0136,1079,346,37
13-38-07_15_0137,1106,339,28
13-38-07_15_0138,1099,359,65
13-38-07_15_0139,1119,341,23
13-38-07_15_0140,1120,355,37
13-38-07_15_0141,1125,341,32
13-38-07_15_0142,1127,344,33
13-38-07_15_0143,1141,365,44
13-38-07_15_0144,1160,365,29
13-38-07_15_0145,1165,394,70
13-38-07_15_0146,1185,407,19
13-38-07_15_0147,1196,385,46
13-38-07_15_0148,1217,415,19
13-38-07_15_0149,1241,431,19
13-38-07_15_0150,1239,449,37
13-38-07_15_0151,1245,413,27
13-38-07_15_0152,1247,409,21
13-38-07_15_0153,1267,431,16
13-38-07_15_0154,1280,397,28
