Frame,X,Y,Radius
13-38-07_14_0024,1253,463,27
13-38-07_14_0026,1258,455,35
13-38-07_14_0027,1252,454,36
13-38-07_14_0028,1255,453,40
13-38-07_14_0029,1223,466,22
13-38-07_14_0030,1231,454,34
13-38-07_14_0031,1221,449,40
13-38-07_14_0032,1222,452,38
13-38-07_14_0033,1216,445,40
13-38-07_14_0034,1210,446,40
13-38-07_14_0035,1202,446,38
13-38-07_14_0036,1199,443,39
13-38-07_14_0037,1191,443,40
13-38-07_14_0038,1196,429,34
13-38-07_14_0039,1174,442,39
13-38-07_14_0040,1165,436,40
13-38-07_14_0041,1161,436,42
13-38-07_14_0042,1157,435,42
13-38-07_14_0043,1149,431,44
13-38-07_14_0044,1142,431,42
13-38-07_14_0045,1133,431,41
13-38-07_14_0046,1126,431,41
13-38-07_14_0047,1119,429,43
13-38-07_14_0048,1112,427,43
13-38-07_14_0049,1095,423,45
13-38-07_14_0050,1095,424,42
13-38-07_14_0051,1088,422,43
13-38-07_14_0052,1078,421,42
13-38-07_14_0053,1073,418,45
13-38-07_14_0054,1063,419,42
13-38-07_14_0055,1058,418,45
13-38-07_14_0056,1047,417,44
13-38-07_14_0057,1040,413,45
13-38-07_14_0058,1031,412,44
13-38-07_14_0059,1022,409,45
13-38-07_14_0060,1013,410,44
13-38-07_14_0061,997,406,47
13-38-07_14_0062,997,405,47
13-38-07_14_0063,988,407,46
13-38-07_14_0064,969,401,47
13-38-07_14_0065,971,404,46
13-38-07_14_0066,962,400,47
13-38-07_14_0067,951,397,46
13-38-07_14_0068,943,398,45
13-38-07_14_0069,934,392,49
13-38-07_14_0070,914,391,48
13-38-07_14_0071,915,389,48
13-38-07_14_0072,905,386,51
13-38-07_14_0073,884,387,49
13-38-07_14_0074,885,387,48
13-38-07_14_0075,877,380,52
13-38-07_14_0076,866,383,50
13-38-07_14_0077,841,380,48
13-38-07_14_0078,843,379,49
13-38-07_14_0079,833,376,49
13-38-07_14_0080,824,376,48
13-38-07_14_0081,814,374,50
13-38-07_14_0082,801,370,53
13-38-07_14_0083,791,371,52
13-38-07_14_0084,779,371,49
13-38-07_14_0085,766,365,51
13-38-07_14_0086,755,363,52
13-38-07_14_0087,743,361,51
13-38-07_14_0088,723,352,58
13-38-07_14_0089,721,357,51
13-38-07_14_0090,709,353,54
13-38-07_14_0091,683,350,54
13-38-07_14_0092,683,350,52
13-38-07_14_0093,671,346,54
13-38-07_14_0094,661,345,54
13-38-07_14_0095,645,341,54
13-38-07_14_0096,633,339,55
13-38-07_14_0097,620,338,55
13-38-07_14_0098,608,335,56
13-38-07_14_0099,579,329,56
13-38-07_14_0100,575,323,65
13-38-07_14_0101,551,323,57
13-38-07_14_0102,555,322,58
13-38-07_14_0103,539,321,58
13-38-07_14_0104,508,314,61
13-38-07_14_0105,511,315,60
13-38-07_14_0106,496,314,58
13-38-07_14_0107,488,323,45
13-38-07_14_0108,481,317,44
13-38-07_14_0109,482,310,66
13-38-07_14_0110,466,290,68
13-38-07_14_0111,448,298,60
13-38-07_14_0112,435,293,57
13-38-07_14_0113,430,278,60
13-38-07_14_0114,416,273,46
13-38-07_14_0115,388,269,45
13-38-07_14_0116,377,273,52
13-38-07_14_0117,352,284,33
13-38-07_14_0118,314,272,70
13-38-07_14_0119,303,278,76
13-38-07_14_0120,267,268,66
13-38-07_14_0121,250,266,66
13-38-07_14_0122,232,261,68
13-38-07_14_0123,212,257,68
13-38-07_14_0124,172,249,71
13-38-07_14_0125,153,241,75
13-38-07_14_0126,133,239,73
13-38-07_14_0127,111,235,73
13-38-07_14_0128,88,237,69
13-38-07_14_0129,46,224,27
13-38-07_14_0130,22,241,24
13-38-07_14_0131,3,249,34
13-38-07_14_0132,16,261,16
13-38-07_14_0133,2,265,21
13-38-07_14_0134,10,231,40
13-38-07_14_0135,14,233,22
13-38-07_14_0136,43,179,41
13-38-07_14_0137,27,182,42
13-38-07_14_0138,31,178,41
13-38-07_14_0139,23,142,16
13-38-07_14_0140,25,125,19
13-38-07_14_0141,25,131,19
13-38-07_14_0142,31,97,33
13-38-07_14_0144,58,151,15
