Frame,X,Y,Radius
13-38-07_16_0043,1276,429,25
13-38-07_16_0044,1265,425,32
13-38-07_16_0047,1247,425,35
13-38-07_16_0048,1246,413,48
13-38-07_16_0049,1241,415,43
13-38-07_16_0050,1233,412,43
13-38-07_16_0051,1233,407,50
13-38-07_16_0052,1225,407,47
13-38-07_16_0053,1213,400,51
13-38-07_16_0054,1204,405,47
13-38-07_16_0055,1197,401,48
13-38-07_16_0056,1187,401,49
13-38-07_16_0057,1178,397,52
13-38-07_16_0058,1169,398,50
13-38-07_16_0059,1160,397,49
13-38-07_16_0060,1150,395,49
13-38-07_16_0061,1141,389,52
13-38-07_16_0062,1129,388,51
13-38-07_16_0063,1119,385,50
13-38-07_16_0064,1108,383,49
13-38-07_16_0065,1099,380,52
13-38-07_16_0066,1094,376,55
13-38-07_16_0067,1079,380,52
13-38-07_16_0068,1069,379,53
13-38-07_16_0069,1058,377,52
13-38-07_16_0070,1046,374,53
13-38-07_16_0071,1039,373,52
13-38-07_16_0072,1025,369,54
13-38-07_16_0073,1013,365,53
13-38-07_16_0074,1017,373,61
13-38-07_16_0075,992,358,53
13-38-07_16_0076,981,353,55
13-38-07_16_0077,968,355,54
13-38-07_16_0078,958,353,54
13-38-07_16_0079,947,351,58
13-38-07_16_0080,933,351,55
13-38-07_16_0081,921,350,54
13-38-07_16_0082,907,344,57
13-38-07_16_0083,893,341,57
13-38-07_16_0084,881,338,57
13-38-07_16_0085,868,335,56
13-38-07_16_0086,855,329,58
13-38-07_16_0087,842,323,59
13-38-07_16_0088,827,323,58
13-38-07_16_0089,815,321,60
13-38-07_16_0090,801,320,61
13-38-07_16_0091,787,317,62
13-38-07_16_0092,772,320,58
13-38-07_16_0093,758,313,62
13-38-07_16_0094,745,305,66
13-38-07_16_0095,728,305,62
13-38-07_16_0096,712,302,62
13-38-07_16_0097,695,295,64
13-38-07_16_0098,681,289,64
13-38-07_16_0099,683,277,83
13-38-07_16_0100,649,283,66
13-38-07_16_0101,637,259,62
13-38-07_16_0102,619,245,58
13-38-07_16_0103,598,247,60
13-38-07_16_0104,567,243,21
13-38-07_16_0105,560,235,60
13-38-07_16_0106,538,236,62
13-38-07_16_0107,521,229,61
13-38-07_16_0108,490,225,21
13-38-07_16_0109,458,220,29
13-38-07_16_0110,433,208,27
13-38-07_16_0111,416,213,31
13-38-07_16_0112,375,218,40
13-38-07_16_0113,352,217,40
13-38-07_16_0114,314,217,25
13-38-07_16_0115,297,211,31
13-38-07_16_0116,271,194,24
13-38-07_16_0117,242,215,21
13-38-07_16_0118,206,213,30
13-38-07_16_0119,199,215,25
13-38-07_16_0120,171,209,21
13-38-07_16_0121,149,213,21
13-38-07_16_0122,129,201,31
13-38-07_16_0123,98,197,24
13-38-07_16_0124,70,200,19
13-38-07_16_0125,87,194,50
13-38-07_16_0126,55,193,44
13-38-07_16_0127,21,212,20
13-38-07_16_0128,22,206,24
13-38-07_16_0129,23,209,23
13-38-07_16_0130,25,188,31
13-38-07_16_0131,2,152,52
13-38-07_16_0132,5,125,18
13-38-07_16_0133,4,80,35
13-38-07_16_0134,16,52,16
13-38-07_16_0135,20,44,16
13-38-07_16_0136,5,35,22
13-38-07_16_0137,37,1,33
13-38-07_16_0138,31,20,19
13-38-07_16_0139,25,31,16
13-38-07_16_0140,37,19,34
